IKN,İhale Kayıt No,İhale Adı,İhale Türü - Usulü,Kısmi Teklif,İhale Branş Kodları (OKAS),İhale Onay Tarihi,İlanın Şekli,İşin Yapılacağı Yer,İhale Yeri - Tarihi - Saati,İhale Durumu,Bağlı Olduğu En Üst İdare,Bağlı Olduğu İdare,İhaleyi Yapan İdare Adı,İdarenin İli,İdare Adı,İlk,Yaklaşık Maliyet,Yabancı Para Birimi Cinsinden Yaklaşık Maliyet,Sözleşme Tarihi,En Yüksek Teklif,En Düşük Teklif,Devir Bilgisi,Fesih Tarihi,Fesih Nedeni,İlk_parsed,Yaklaşık Maliyet_parsed,En Düşük Teklif_parsed,En Yüksek Teklif_parsed,pct_lowest_vs_estimate,pct_bid_spread,IhaleYeri_location,IhaleYeri_datetime
2023/794591,2023/794591e-ihale,Samandağ İlçesi Koyunoğlu İlkokulu Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,03.08.2023,Sonuç İlanı,Samandağ İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 07.08.2023 15:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.675.700,00 TRY","3.555.223,22 TRY",,21.08.2023,"5.488.632,50 TRY","2.675.700,00 TRY",Yok,,,2675700,3555223.22,2675700,5488632.5,-24.738902892291534,105.12884478827971,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,07.08.2023 15:00
2023/791244,2023/791244e-ihale,Kırıkhan İlçesi  Kırıkhan Atatürk İlkokulu Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,02.08.2023,Sonuç İlanı,Kırıkhan İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 04.08.2023 17:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.772.935,20 TRY","3.728.316,67 TRY",,17.08.2023,"4.625.464,60 TRY","2.772.935,20 TRY",Yok,,,2772935.2,3728316.67,2772935.2,4625464.6,-25.62500867180898,66.80752583039083,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,04.08.2023 17:00
2023/779509,2023/779509e-ihale,Samandağ İlçesi Yaylıca-Yeniköy-Seldiren-Ceylandere Yolu Bitümlü Sıcak Karışım (BSK ) Yapılması İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452331201,01.08.2023,Sonuç İlanı,Samandağ/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 04.08.2023 15:30,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"36.501.245,00 TRY","44.470.281,30 TRY",,28.08.2023,"36.501.245,00 TRY","36.501.245,00 TRY",Yok,,,36501245,44470281.3,36501245,36501245,-17.919914304657205,0,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,04.08.2023 15:30
2023/786059,2023/786059e-ihale,Kırıkhan İlçesi Nene Hatun Anadolu Kız İmam-Hatip Lisesi Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,01.08.2023,Sonuç İlanı,Kırıkhan İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 04.08.2023 15:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.198.458,22 TRY","2.785.476,47 TRY",,16.08.2023,"3.482.328,00 TRY","2.198.458,22 TRY",Yok,,,2198458.22,2785476.47,2198458.22,3482328,-21.074249103242288,58.39864357304,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,04.08.2023 15:00
2023/785837,2023/785837e-ihale,Kırıkhan İlçesi/Zübeyde Hanım Mesleki ve Teknik Anadolu Lisesi Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,01.08.2023,Sonuç İlanı,Kırıkhan İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 04.08.2023 13:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"1.733.328,47 TRY","2.367.913,32 TRY",,22.08.2023,"2.095.768,46 TRY","1.733.328,47 TRY",Yok,,,1733328.47,2367913.32,1733328.47,2095768.46,-26.799327688228043,20.910058091874532,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,04.08.2023 13:00
2023/776498,2023/776498e-ihale,Belen İlçesi 2 (İki) Okulun Genel Onarım (Belen Gazi Abdurrahman Paşa İlkokulu ve Belen Çerçikaya İlkokulu),Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,28.07.2023,Sonuç İlanı,Belen İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 02.08.2023 11:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"949.837,36 TRY","1.368.095,91 TRY",,21.08.2023,"1.232.596,20 TRY","949.837,36 TRY",Yok,,,949837.36,1368095.91,949837.36,1232596.2,-30.57231199528986,29.76918490550845,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,02.08.2023 11:30
2023/763135,2023/763135e-ihale,"Belen İlçesi 2 (İki), Payas İlçesi 1(Bir) Olmak Üzere 3 (Üç)  Okulun (Belen İssume İlkokulu/Ortaokulu, Fatih Sultan Mehmet İlkokulu/Ortaokulu ve Payas Mimar Sinan İlkokulu) Onarım",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,26.07.2023,Sonuç İlanı,Belen ve Payas İlçeleri,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 31.07.2023 14:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"1.720.180,43 TRY","1.916.312,80 TRY",,16.08.2023,"2.657.793,39 TRY","1.720.180,43 TRY",Yok,,,1720180.43,1916312.8,1720180.43,2657793.39,-10.234882843761211,54.506663582959156,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,31.07.2023 14:30
2023/762242,2023/762242e-ihale,"Belen İlçesi 3 (Üç) Okulun (Sultan 2 Abdülhamit Han Ortaokulu, Belen İmam-Hatip Ortaokulu, Ziya Gökalp İlkokulu) Onarım",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,26.07.2023,Sonuç İlanı,Belen İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 31.07.2023 11:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.482.529,16 TRY","3.453.036,71 TRY",,14.08.2023,"3.304.074,10 TRY","2.482.529,16 TRY",Yok,,,2482529.16,3453036.71,2482529.16,3304074.1,-28.105914634194544,33.093063043819384,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,31.07.2023 11:30
2023/764674,2023/764674e-ihale,Hatay ili Antakya İlçesine bağlı Narlıca Deprem Mezarlığındaki 4000 adet mezarın üst yapısının yaptırılması işi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45236000,27.07.2023,Sonuç İlanı,Hatay ili Antakya İlçesine bağlı Narlıca Deprem Mezarlığında,Antakya Expo Alanı B Blok Zemin Kat - Destek Hizmetleri Dairesi Başkanlığı İhale Şube Müdürlüğünde toplanılacaktır. - 28.07.2023 14:30,Sonuç İlanı Yayımlanmış,BELEDİYELER,,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,HATAY,,"48.500.000,00 TRY","50.000.000,00 TRY",,04.08.2023,"48.500.000,00 TRY","48.500.000,00 TRY",Yok,,,48500000,50000000,48500000,48500000,-3,0,Antakya Expo Alanı B Blok Zemin Kat - Destek Hizmetleri Dairesi Başkanlığı İhale Şube Müdürlüğünde toplanılacaktır.,28.07.2023 14:30
2023/745063,2023/745063e-ihale,SAMANDAĞ İLÇESİNDEKİ 2 (İKİ) OKULUN (TOMRUKSUYU ATATÜRK İLKOKULU VE TOMRUKSUYU ATATÜRK ORTAOKULU ) ONARILMASI İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,21.07.2023,Sonuç İlanı,Samandağ İlçesi 2 (İki) Adet Okulun Genel Onarım İşi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 26.07.2023 14:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"1.799.601,60 TRY","2.392.573,64 TRY",,09.08.2023,"2.166.971,80 TRY","1.799.601,60 TRY",Yok,,,1799601.6,2392573.64,1799601.6,2166971.8,-24.783857436463272,20.41397384843399,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,26.07.2023 14:30
2023/745476,2023/745476e-ihale,"Erzin İlçesi 5(Beş) Okul (Şehit Hüseyin Yırtıcı İlkokulu, Şehit Hasan Babacan İlkokulu, Atatürk Ortaokulu,Yunus Emre İlkokulu ve Akenerji Mesleki Ve Teknik Anadolu Lisesi) Onarım",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,21.07.2023,Sonuç İlanı,Erzin İlçesi 5 (Beş) Adet Okulun Genel Onarım İşi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 26.07.2023 13:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"3.590.097,60 TRY","3.945.617,65 TRY",,04.08.2023,"3.805.217,80 TRY","3.590.097,60 TRY",Yok,,,3590097.6,3945617.65,3590097.6,3805217.8,-9.010504350313818,5.9920432246744415,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,26.07.2023 13:00
2023/745144,2023/745144e-ihale,"Altınözü İlçesi 3 (Üç) Okul (Tepehan Anaokulu, Alakent Şehit Bülent Bilger İlk/Ort Ve Hacıpaşa İlk/Ort) Onarım",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,21.07.2023,Sonuç İlanı,Altınözü İlçesi 3 (Üç) Adet Genel Onarım İşi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 26.07.2023 11:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.398.739,95 TRY","2.957.743,02 TRY",,03.08.2023,"3.359.753,70 TRY","2.398.739,95 TRY",Yok,,,2398739.95,2957743.02,2398739.95,3359753.7,-18.899649706552253,40.063273636644105,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,26.07.2023 11:30
2023/738621,2023/738621e-ihale,Park Bahçe ve Yeşil Alanlar Daire Başkanlığımız Sorumluluk Alanlarında Bulunan Tesislerimizin Elektrik ve Aydınlatma Tesisatlarının Bakım Onarım Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45310000,20.07.2023,Sonuç İlanı,HATAY İLİ SINIRLARI İÇERİSİNDEKİ SORUMLULUK ALANLARINDA BULUNAN YEŞİL ALANLARDA VE TESİSLERDE YAPILACAKTIR.,Antakya Expo Alanı B Blok Zemin Kat - Destek Hizmetleri Dairesi Başkanlığı İhale Şube Müdürlüğünde toplanılacaktır. - 26.07.2023 11:30,Sonuç İlanı Yayımlanmış,BELEDİYELER,,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,HATAY,,"9.837.750,00 TRY","10.405.574,80 TRY",,11.08.2023,"9.837.750,00 TRY","9.837.750,00 TRY",Yok,,,9837750,10405574.8,9837750,9837750,-5.456928722476731,0,Antakya Expo Alanı B Blok Zemin Kat - Destek Hizmetleri Dairesi Başkanlığı İhale Şube Müdürlüğünde toplanılacaktır.,26.07.2023 11:30
2023/735916,2023/735916e-ihale,KIRIKHAN İLÇESİ 100 YIL İLKOKULU VE KIRIKHAN ÖĞRETMEN YÜKSEL ACUN İLKOKULU ONARIM İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,20.07.2023,Sonuç İlanı,KIRIKHAN İLÇESİ 100.YIL İLKOKULU VE KIRIKHAN ÖĞRETMEN YÜKSEL ACUN İLKOKULU ONARIM İŞİ,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 25.07.2023 16:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"6.128.063,48 TRY","7.045.318,30 TRY",,02.08.2023,"6.349.000,00 TRY","6.128.063,48 TRY",Yok,,,6128063.48,7045318.3,6128063.48,6349000,-13.019352440045177,3.6053236184818296,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,25.07.2023 16:00
2023/735920,2023/735920e-ihale,"SAMANDAĞ İLÇESİNDEKİ  2 (İKİ) ADET VE YAYLADAĞI İLÇESİNDEKİ 2 (İKİ) ADET OKULUN (ERİKLİKUYU ANADOLU İMAM HATİP LİSESİ, YAYLICA ORTAOKULU, KARAKÖSE İLKOKULU VE GÖRENTAŞ İLKOKULU) ONARIM İŞİ",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,20.07.2023,Sonuç İlanı,"SAMANDAĞ İLÇESİNDEKİ  2 (İKİ) ADET VE YAYLADAĞI İLÇESİNDEKİ 2 (İKİ) ADET OKULUN (ERİKLİKUYU ANADOLU İMAM HATİP LİSESİ, YAYLICA ORTAOKULU, KARAKÖSE İLKOKULU VE GÖRENTAŞ İLKOKULU)",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 25.07.2023 12:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"4.638.641,60 TRY","4.513.644,84 TRY",,11.08.2023,"4.671.509,70 TRY","4.638.641,60 TRY",Yok,,,4638641.6,4513644.84,4638641.6,4671509.7,2.7693087168107757,0.7085716646011315,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,25.07.2023 12:00
2023/735900,2023/735900e-ihale,"ALTINÖZÜ İLÇESİ 4 (DÖRT) OKUL (YARSELİ İLKOKULU, ŞEHİT RASİM KALAY İLKOKULU/ORTAOKULU, KANSU İLKOKULU,MAYADALI İMAM HATİP ORTAOKULU)",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,20.07.2023,Sonuç İlanı,"ALTINÖZÜ İLÇESİ -4 (DÖRT) OKUL (YARSELİ İLKOKULU, ŞEHİT RASİM KALAY İLKOKULU/ORTAOKULU, KANSU İLKOKULU,MAYADALI İMAM HATİP ORTAOKULU)",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 24.07.2023 17:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"3.852.301,60 TRY","4.943.810,66 TRY",,11.08.2023,"8.410.001,90 TRY","3.852.301,60 TRY",Yok,,,3852301.6,4943810.66,3852301.6,8410001.9,-22.07829415538337,118.3110974488602,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,24.07.2023 17:00
2023/733716,2023/733716e-ihale,HATAY İLİ SAMANDAĞ İLÇESİ KARAÇAY HÜRRİYET İLKOKULU/ORTAOKULU GENEL ONARIM İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,19.07.2023,Sonuç İlanı,HATAY İLİ SAMANDAĞ İLÇESİ KARAÇAY HÜRRİYET İLKOKULU/ ORTAOKULU,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 24.07.2023 16:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.293.570,03 TRY","3.029.903,64 TRY",,09.08.2023,"5.554.446,65 TRY","2.293.570,03 TRY",Yok,,,2293570.03,3029903.64,2293570.03,5554446.65,-24.302212132396406,142.1747135403579,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,24.07.2023 16:30
2023/729603,2023/729603e-ihale,"KIRIKHAN İLÇESİNDEKİ 3 OKUL BİNASI (BAHÇELİEVLER İLKOKULU, ATATÜRK ORTAOKULU,MEHMET AKİF İLKOKULU)İLE REYHANLI İLÇESİNDEKİ 1 OKUL BİNASININ (PAŞAKÖY BAŞKÖY İLKOKULU) ONARIM İŞİ ONARIM İŞİ",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,19.07.2023,Sonuç İlanı,"KIRIKHAN İLÇESİNDEKİ 3 OKUL BİNASI (BAHÇELİEVLER İLKOKULU, ATATÜRK ORTAOKULU,MEHMET AKİF İLKOKULU)İLE REYHANLI İLÇESİNDEKİ 1 OKUL BİNASININ (PAŞAKÖY BAŞKÖY İLKOKULU) ONARIM İŞİ ONARIM İŞİ",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 21.07.2023 16:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"7.332.907,42 TRY","8.012.303,71 TRY",,09.08.2023,"7.966.289,75 TRY","7.332.907,42 TRY",Yok,,,7332907.42,8012303.71,7332907.42,7966289.75,-8.479412595806357,8.637533432816749,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,21.07.2023 16:30
2023/729555,2023/729555e-ihale,"ALTINÖZÜ İLÇESİ 4 (DÖRT) OKUL (ALTINKAYA İLKOKULU,ORTAOKULU, SOFULAR İMAM HATİP ORTAOKULU, ATATÜRK ORTAOKULU,ÇETENLİ İLKOKULU7ORTAOKULU)",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,19.07.2023,Sonuç İlanı,"HATAY İLİ ALTINÖZÜ İLÇESİ  (ALTINKAYA İLKOKULU/ORTAOKULU, SOFULAR İMAM HATİP ORTAOKULU, ATATÜRK ORTAOKULU,ÇETENLİ İLKOKULU/ORTAOKULU)",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 21.07.2023 15:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"4.998.899,95 TRY","5.765.145,14 TRY",,08.08.2023,"4.998.899,95 TRY","4.998.899,95 TRY",Yok,,,4998899.95,5765145.14,4998899.95,4998899.95,-13.290995653927276,0,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,21.07.2023 15:00
2023/683956,2023/683956e-ihale,Hatay/İskenderun Kız Öğrenci Yurdu Ve Hatay/İskenderun Gaziye Hatun Kız Öğrenci Yurdu Bakım ve Onarım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,07.07.2023,Sonuç İlanı,İSKENDERUN/HATAY,Alahan Mah. Fatih 11 Cadde No:10 Antakya/HATAY - 14.07.2023 14:00,Sonuç İlanı Yayımlanmış,GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,HATAY,,"23.800.000,00 TRY","24.872.261,48 TRY",,01.08.2023,"24.400.000,00 TRY","23.800.000,00 TRY",Yok,,,23800000,24872261.48,23800000,24400000,-4.311073526073273,2.5210084033613445,Alahan Mah. Fatih 11 Cadde No:10 Antakya/HATAY,14.07.2023 14:00
2023/688485,2023/688485e-ihale,"Kırıkhan İlçesi 4 (Dört) Ortaöğretim Kurumu ve 1(Bir) Rehberlik Araştırma Merkezi Genel Onarım İşi (Kırıkhan Rehberlik Arş Mrk, Fevzi  Çakmak And Lisesi, Gazi Anadolu Lisesi, Kırıkhan Anadolu Lisesi, Kırıkhan Fen Lisesi Pansiyon Binası)",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,10.07.2023,Sonuç İlanı,Kırıkhan İlçesi 4 (Dört) Ortaöğretim Kurumu ve 1(Bir) Rehberlik Araştırma Merkezi Genel Onarım İşi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 13.07.2023 17:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"12.471.000,00 TRY","15.011.623,23 TRY",,27.07.2023,"15.000.000,00 TRY","12.471.000,00 TRY",Yok,,,12471000,15011623.23,12471000,15000000,-16.924373807375396,20.279047389944672,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,13.07.2023 17:00
2023/689304,2023/689304e-ihale,"Kumlu İlçesi 4 (Dört), Reyhanlı İlçesi 3 (Üç) Okul Onarım İşi (Abdurrahman-Gülizar Karadeniz ÇPL 15 Temmuz Şehitler Ortaokulu, Aktaş İlkokulu,  Kırcaoğlu İlk/Ort, Üçtepe Hürriyet İlkokulu, Tayfur Sökmen İlk/Ort Terzihüyük İlk/Ortaokulu)",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,10.07.2023,Sonuç İlanı,"Kumlu İlçesi 4 (Dört), Reyhanlı İlçesi 3 (Üç) Okul Onarım İşi",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 13.07.2023 15:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"6.000.000,00 TRY","6.553.634,59 TRY",,28.07.2023,"6.000.000,00 TRY","6.000.000,00 TRY",Yok,,,6000000,6553634.59,6000000,6000000,-8.447748839167426,0,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,13.07.2023 15:30
